-2.47453,2.23811,1.57094
-2.26912,2.20666,1.27388
-0.639371,2.15226,1.77407
-2.09906,2.17939,1.41877
0.329678,2.22425,1.31056
0.120985,2.1955,1.30095
1.39779,2.48525,1.3004
0.77344,2.32946,1.18988
0.288616,2.24539,1.61306
1.63508,2.54245,1.05285
-2.25566,2.19178,1.3207
-0.966837,2.09515,1.26099
-0.787687,2.09425,1.15516
1.6395,2.54419,1.05145
-1.1713,2.1121,1.55952
-0.414046,2.10521,0.907987
0.0340898,2.18367,1.16835
-2.05224,2.15189,1.47915
1.89574,2.68306,1.93863
-0.923923,2.06744,1.04639
1.63571,2.54663,1.05292
1.08679,2.3762,0.949762
-2.05066,2.14249,1.32852
-0.520725,2.09863,1.75536
0.223422,2.22239,1.31098
1.85309,2.667,1.85974
-1.47837,2.08224,1.01808
-1.75118,2.14581,1.68326
0.545584,2.28714,1.44756
-1.09631,2.08859,1.2584
0.142678,2.24929,1.47486
-1.10555,2.09985,1.41755
-0.363066,2.1318,1.29535
-0.952361,2.11519,1.27089
0.546641,2.28404,1.43525
0.141679,2.29377,1.65353
-1.78935,2.12081,1.14554
-2.03633,2.14301,1.18334
-0.00073798,2.20333,1.64551
-0.393942,2.11289,1.0653
1.69217,2.5325,0.878412
-1.35409,2.10707,0.869797
1.04641,2.85461,0.683874
-0.0953781,2.12365,0.834819
-1.37478,2.10427,1.3547
-0.464922,2.1224,1.18154
-2.38913,2.16163,0.902188
-1.50295,2.0929,1.07215
0.133032,2.20584,1.24203
-2.05305,2.14715,1.43081
-1.04725,2.06022,0.809193
1.10637,2.41387,1.58653
0.912678,2.34913,1.28102
1.4191,2.49915,1.61972
-1.43008,2.11657,1.11392
-1.58982,2.12409,1.66036
-1.6116,2.14289,1.69413
-0.9326,2.0843,1.15543
-0.415942,2.11151,0.972757
2.11974,2.77147,1.98251
-1.27491,2.08591,1.65304
2.15847,2.78007,1.92622
-0.666253,2.10889,1.27256
0.433758,2.23679,1.12887
-1.5001,2.10468,1.2012
-1.39949,2.07322,0.99466
0.012437,2.19021,1.47851
1.93911,2.68686,1.86587
1.67783,2.59008,1.55934
-2.69305,2.31338,1.7272
0.785615,2.3418,1.19131
-0.463286,2.12049,1.11336
0.462036,2.2487,1.28683
-2.1883,2.22608,0.774357
-0.928684,2.1087,1.45122
-1.20111,2.08247,1.20841
1.36694,2.41774,1.78781
-1.35842,2.06637,0.945177
-0.434125,2.1303,1.35354
-0.219578,2.13397,0.855951
0.224831,2.21044,1.12512
-1.61801,2.10682,1.09141
-0.852026,2.12619,1.3301
0.127773,2.1957,1.19563
-0.287717,2.11923,0.880295
-1.19686,2.08799,1.21656
-3.47005,4.25351,0.488042
-1.70229,2.05767,0.786739
-0.41962,2.11509,0.979415
0.158538,2.20736,1.20063
-1.46616,2.12612,1.50222
-1.25684,2.12665,1.66406
-1.95011,1.42461,1.18722
-0.596307,2.11572,1.31645
-0.973071,2.1408,1.68916
-1.49371,2.0718,0.793862
-2.27389,2.21219,1.42615
-2.42987,2.22509,1.72907
1.73243,2.62431,1.96525
1.0563,2.40438,1.69792
-2.42926,2.17788,0.859357
1.41205,2.51374,1.47062
1.82867,2.61027,1.2188
-1.65045,2.13708,1.43286
-1.73125,2.05819,0.786329
-2.36466,2.21189,1.6951
0.36482,2.25273,1.44663
-2.29349,2.15293,0.755747
0.692977,2.32256,1.72076
-1.45482,2.07638,0.9624
-1.45034,2.10072,1.14529
0.702654,2.32097,1.4975
0.260568,2.24433,1.69286
0.743039,2.33548,1.66025
-0.669819,2.01285,1.74552
-1.21628,2.11558,1.72883
-2.73824,2.28324,1.48323
-1.4861,2.1906,1.55335
-0.65714,2.09601,1.16164
0.0543623,2.18913,1.20955
-1.44864,2.09899,1.14446
0.206148,2.2354,1.73829
1.67319,2.55254,0.955189
0.314777,2.22198,1.6109
0.367096,2.24808,1.34694
0.961343,2.5728,0.77154
0.895,2.368,1.80011
0.694548,2.3278,1.7459
1.09869,2.36873,0.940492
-2.40417,2.21988,1.6169
-1.9877,2.1368,1.04917
0.161017,2.20905,1.2937
1.55722,2.54035,1.62206
-1.5452,2.09449,1.05377
-1.15175,2.13002,1.70443
-0.065544,2.20338,1.77921
0.46064,2.25082,1.29021
1.03856,2.40216,1.72545
1.60351,2.52534,1.05254
0.220286,2.23681,1.64411
-1.86949,2.13364,1.19812
-1.36095,2.12736,1.7777
1.7477,2.58651,1.29361
0.262878,2.24337,1.5824
-1.53048,2.09222,1.07593
2.26207,2.78591,2.50123
-0.671491,2.10166,1.24949
-2.292,2.16059,0.82956
0.255064,2.24633,1.68907
1.91466,2.68894,1.94068
-2.17379,2.23103,1.53962
1.61229,2.55713,1.64089
1.72525,2.61427,1.82659
-1.38755,2.11565,1.54471
0.935975,2.37157,1.5101
2.37384,2.91261,1.27516
-1.46834,2.09916,1.16438
-1.26899,1.81346,0.817048
0.798879,2.34492,1.6059
-1.15817,2.11495,1.66574
-0.83008,2.07864,1.06035
2.04337,2.73986,1.94261
1.83459,2.61747,1.22037
1.68062,2.58742,1.80926
0.934402,2.36234,1.36447
-0.300956,2.11538,0.911496
1.75868,2.59742,1.84225
-0.478552,2.08238,0.886738
-0.657646,2.06391,1.7192
-2.71625,2.24896,1.1478
-0.675265,2.10262,1.25683
-1.38449,2.13338,1.71733
0.767015,2.33133,1.45582
0.00169197,2.20638,1.63276
-0.096943,2.18599,1.60373
1.79103,2.63908,1.85456
-1.47377,2.11296,1.58437
-1.41319,2.14397,1.72487
-2.26636,2.20058,0.781173
-2.34479,2.14718,0.812598
-2.07489,2.17709,1.53917
1.66804,2.57144,1.39375
-1.48677,2.12505,1.34111
-1.13431,2.085,1.1526
1.83236,2.60637,1.21904
1.82136,2.60481,1.22434
1.88499,2.57252,1.26269
-2.13487,2.16919,1.13019
2.33679,2.89882,1.42825
0.629318,2.29575,1.29113
0.685629,2.31872,1.54297
1.40347,2.46476,0.999415
-0.66574,2.10197,1.6952
-1.12537,2.09797,1.25776
1.74207,2.5614,0.831153
-0.794976,2.09572,1.15475
-2.43191,2.23794,1.6518
-2.32284,2.14557,0.776924
-1.19259,2.11738,1.45412
-1.40933,2.54678,1.59036
0.0532116,2.1893,1.20857
1.8698,2.60275,1.37662
1.60424,2.59272,1.80463
-1.44706,2.06617,0.785462
-0.331132,2.13798,1.21827
1.06069,2.4203,1.75205
-0.519591,2.09792,0.924083
1.03465,2.40469,1.7265
-0.0680783,2.15315,1.07384
1.06534,2.4102,1.77567
-1.74069,2.15915,1.7507
-0.0730871,2.15419,1.09668
-1.08053,2.08775,1.2489
-0.877377,2.08276,1.10846
-0.809388,2.10337,1.25233
0.687178,2.31442,1.41071
2.3872,2.91724,1.4229
-0.926283,2.07861,0.795617
0.727841,2.30947,1.19246
-1.43826,2.07914,0.97027
1.2991,2.36092,1.78923
-0.348123,2.11611,1.05889
1.65791,2.58637,1.61912
2.0934,2.76524,1.81642
-2.72749,2.26759,1.42928
-1.4413,2.14366,1.69804
-2.34545,2.23548,1.7484
1.59714,2.55849,1.66482
-1.34052,2.12643,1.53939
-1.4694,2.08955,1.12176
-1.51611,2.10619,1.16708
-0.981394,2.0945,1.27742
-0.946947,2.08157,1.11516
-1.67095,2.11785,1.1373
-0.926734,2.10908,1.44952
2.16542,2.69634,0.0231022
-1.4694,2.06598,0.799711
-1.32431,2.09214,0.841222
1.61919,2.55353,1.47189
-0.597749,2.13735,1.7031
-0.991644,2.05569,0.989312
-0.251674,2.17902,1.7816
-2.07452,2.1765,1.53663
0.745576,2.33463,1.58645
2.13352,2.7751,1.96148
-1.25763,2.05492,0.770678
0.0219419,2.18269,1.31299
-0.702174,2.08596,1.06337
-0.316911,2.09524,0.798957
-0.117544,2.13499,0.775275
-2.16424,2.16878,1.17739
-0.418646,2.11823,0.987277
-2.22973,2.26074,1.6711
0.44548,2.25534,1.31204
-0.928242,2.1124,1.47686
-1.91935,2.13285,0.970588
0.535255,2.27643,1.32856
-0.667148,2.08485,1.13139
1.05282,2.34485,0.849207
-0.0491362,2.14305,0.78575
0.894948,2.38112,1.55094
-1.3978,2.07998,0.79903
-0.961594,2.08908,1.27877
-1.24333,2.10645,1.32828
-1.67867,2.49387,1.50006
-1.19057,2.0932,1.28285
2.01059,2.71543,1.92408
-0.769293,2.08256,1.07238
0.199075,2.2088,1.12805
-1.79648,2.11161,1.08113
-1.09948,2.09778,1.43137
-2.27509,2.23478,1.43042
-0.317436,2.13999,1.32514
1.08409,2.37518,1.13244
0.0896872,2.19431,1.22513
-1.0502,2.11589,1.77707
0.0880855,2.19567,1.24183
-1.08102,2.09043,1.27518
-1.25273,2.1268,1.7233
-0.681598,2.10786,1.27317
1.39136,2.47436,1.18477
0.377831,2.25102,1.44775
-1.18886,2.12025,1.55836
0.996529,2.34816,0.837836
1.76479,2.6121,1.8654
-0.305625,2.09639,0.798371
-2.04496,2.15378,1.29806
0.576712,2.27925,1.24232
-2.43376,2.1883,1.34467
1.40068,2.48151,1.18397
-0.796039,2.08616,1.54443
-0.315948,2.13941,1.32004
-1.23461,2.11288,1.33686
-2.4277,2.19056,1.22639
-1.35243,2.1014,1.66926
1.05881,2.36349,0.816057
-0.942686,2.0899,1.27317
-1.02074,2.07605,1.3296
-1.70977,2.15812,1.75846
-1.57227,2.12187,1.46717
-0.462515,2.11571,1.05871
0.938647,2.35369,1.13052
0.742696,2.33682,1.68176
0.0648445,2.19408,1.29803
-0.721831,2.14048,1.72861
-0.0861479,2.14889,1.06383
-2.48705,2.24431,1.56909
-2.11335,2.15396,1.727
1.46495,2.49218,1.01884
1.01117,2.34752,0.796031
2.38678,2.92066,1.43072
-0.320007,2.13994,1.32163
-0.934432,2.06852,1.04741
-0.308478,2.12484,1.0678
-0.702901,2.08896,1.06963
-1.48697,2.08067,1.02619
0.256511,2.24286,1.60177
-1.01998,2.08975,1.50867
1.43172,2.49063,1.47652
1.34382,2.45449,0.935779
0.920237,2.33929,1.14254
-1.3637,2.08273,1.10979
1.62382,2.53762,1.01851
1.83871,2.6573,1.85837
-2.59247,2.19974,0.916003
-1.1269,2.09954,1.60698
0.675265,2.3213,1.5445
-0.748825,2.07769,1.03499
-0.0989275,2.18952,1.79056
-1.82299,2.09693,0.981714
2.07058,2.73867,1.93054
0.353279,2.24043,1.30227
-2.71582,2.28887,1.70209
1.18184,2.4478,1.7826
0.422263,2.26837,1.35141
-0.464888,2.12623,1.25227
0.527497,2.29332,1.74291
0.311423,2.22958,1.30184
-1.34532,2.05073,0.978083
-0.309375,2.08047,1.03497
-1.48046,2.09895,1.16454
-1.02819,2.08399,1.33131
1.80006,2.62549,1.24443
-1.22894,2.04626,0.777648
-0.673598,2.10627,1.24379
0.162799,2.20425,1.12867
-2.70791,2.2804,1.70816
-1.61051,2.10299,1.04273
2.28974,2.87781,1.43521
0.799824,2.34573,1.5693
-0.886454,2.06317,1.06408
0.38867,2.25474,1.44517
0.0338418,2.18177,1.16964
0.695876,2.33048,1.71374
1.39994,2.49926,1.62041
0.0854708,2.19626,1.24365
-0.0803386,2.14469,1.06448
-1.85199,2.12709,1.10254
1.95238,2.70211,1.93181
-0.827824,2.07621,1.05185
-0.40388,2.14125,1.62609
0.552314,2.28005,1.36825
1.64876,2.57315,1.60667
1.06919,2.37099,1.07719
-1.88451,2.13873,1.19654
1.83414,2.65076,1.28154
-1.90941,2.12282,1.03438
0.367324,2.25162,1.36985
-0.699567,2.09697,1.24856
-1.42464,2.09982,1.20828
1.60235,2.56301,1.72114
-1.44565,2.07114,1.01177
-0.901416,2.07578,1.12725
1.81249,2.57781,1.24554
-0.947359,2.08724,1.17778
-2.06862,2.16527,1.40034
-2.26847,2.20312,1.27484
1.56062,2.51673,1.04362
-1.36867,2.12896,1.77933
-1.63184,2.09055,0.740778
-1.18457,2.08474,1.17623
-1.02467,2.05654,0.808957
-1.24314,2.12348,1.72639
-2.43418,2.20853,1.34085
-1.56488,2.13075,1.60398
2.29143,2.8671,1.36447
-2.65765,2.29002,1.7124
-1.50093,2.09215,1.07768
-1.49359,2.07388,0.798136
1.09461,2.37639,1.09639
0.800681,2.34524,1.55278
-1.40845,2.05447,1.30513
0.513958,2.28928,1.67715
-2.05083,2.15237,1.23064
-0.789634,2.10377,1.25722
-2.39544,2.19077,1.22453
0.161238,2.20226,1.12822
0.141367,2.20254,1.14777
-0.97596,2.08266,1.11985
-0.383137,2.142,1.47971
-2.45691,2.20363,1.40826
0.220281,2.23723,1.6206
1.7238,2.60859,1.96508
0.699584,2.32191,1.47848
0.733025,2.31844,1.18705
-0.498209,2.09938,0.908845
0.493557,2.26663,1.34841
-2.07467,2.16745,1.45958
-1.67042,2.12337,1.31401
0.4736,2.30398,1.70767
1.19143,2.57928,1.63129
0.650596,2.32175,1.58904
-2.41357,2.19552,1.22701
0.93848,2.35575,1.25464
-0.740438,2.1011,1.3311
-0.28935,2.10179,0.803145
0.761128,2.32986,1.38354
0.542851,2.29813,1.62998
-1.41024,2.07609,0.792966
-1.49434,2.08845,1.08209
-0.0880034,2.18357,1.79056
0.372737,2.23797,1.59721
-1.49934,2.10597,1.19135
0.93855,2.35722,1.25508
-1.23093,2.07331,0.980469
1.94672,2.70327,1.86538
-2.65532,2.19841,0.859528
-1.18747,2.05106,0.808572
1.29711,2.45578,1.36643
-0.861239,2.12475,1.54846
-0.315182,2.12123,0.940747
1.86062,2.59696,1.30609
2.00259,2.77422,1.87606
-0.362473,2.13116,1.29408
0.541395,2.27485,1.2883
-1.34584,2.1249,1.5647
2.02793,2.70069,1.93163
-2.26313,2.17618,0.776251
-2.41767,2.20063,1.41977
1.74635,2.58655,1.32457
-0.505022,2.1065,1.02245
-2.39866,2.17459,0.918804
1.68474,2.58842,1.72101
-2.37615,2.1822,1.65221
-2.50636,2.2312,1.51385
-1.25169,2.12151,1.50954
-1.52374,2.06769,0.90028
1.39977,2.48604,1.44401
-1.3414,2.10004,1.68781
1.637,2.68606,1.66657
1.41184,2.46247,1.79244
-0.958402,2.07707,1.05653
-0.984947,2.05774,0.785672
-0.540221,2.09694,0.912585
1.72888,2.62169,1.85805
-2.29475,2.15629,0.751511
0.0309834,2.18185,1.17345
-1.24833,2.05431,0.789123
-1.13613,2.10626,1.42038
-1.11922,2.10753,1.43042
1.80662,2.60223,1.33001
0.258249,2.23369,1.39733
0.308699,2.24597,1.40514
1.76122,2.63202,1.87225
-0.303177,2.16823,1.66122
-0.0654376,2.13556,0.806036
1.68275,2.58958,1.52246
-1.33479,2.1243,1.54021
-1.38951,2.13836,1.71766
1.59091,2.55895,1.7334
-2.22612,2.22237,1.30437
-0.892968,2.13057,1.76859
0.267891,2.24076,1.50902
-0.261252,2.10563,0.800185
-2.14602,2.19872,1.68733
-1.22161,2.1346,1.65013
0.472093,2.28442,1.71808
-1.44606,2.09751,1.14415
0.620017,2.30406,1.56971
-1.16761,2.11931,1.64064
-1.98299,2.12365,1.23011
0.471744,2.27478,1.69043
-1.10255,2.09188,1.29612
-0.39419,2.10152,0.893336
0.723994,2.312,1.28657
0.0212067,2.17491,1.12869
-0.0865735,2.14961,1.06692
-0.424052,2.11258,1.76131
-1.70607,2.07019,0.784872
0.727717,2.32443,1.47248
1.71205,2.60046,1.79024
2.28462,2.87616,1.41946
0.0160634,2.17746,1.16292
1.84876,2.66567,1.86094
-0.659375,2.1061,1.26041
0.222949,2.21848,1.34122
-1.12247,2.0975,1.25604
-2.4196,2.18531,1.2271
0.197936,2.23289,1.47682
-0.319806,2.13961,1.3209
1.34158,2.45633,1.03184
-0.251265,2.11936,0.829905
0.695597,2.30389,1.1356
-0.796026,2.13551,1.3315
-1.62068,2.14872,1.68652
-1.65886,2.0976,0.962929
-1.35033,2.12956,1.53732
-1.29911,2.12266,1.56186
-1.38148,2.15852,1.65764
-1.59731,2.08717,0.921869
-2.45856,2.23662,1.50999
0.112065,2.19739,1.19844
-1.16066,2.08627,1.16445
-1.64143,2.08308,0.805508
-1.56054,2.12258,1.46698
-0.584415,2.12867,1.70091
-1.03649,2.11056,1.66525
-2.46226,2.232,1.72675
-2.13247,2.18975,1.73499
0.36287,2.25372,1.67266
1.70713,2.59044,1.68527
-1.20298,2.09532,1.28038
-0.756039,2.10348,1.15851
-2.64096,2.27602,1.66798
-0.798988,2.10224,1.25207
-2.40562,2.18387,1.13521
-0.963312,2.07645,1.04589
1.40126,2.46684,0.997651
1.56876,2.68448,1.68015
-1.22628,2.15508,1.01359
-1.40709,2.09569,1.21304
-0.363469,2.12581,1.06557
-2.14874,2.16957,1.34619
-2.41657,2.20603,1.23042
-1.47278,2.10262,1.2033
0.946297,2.33469,0.82585
-1.32025,2.05247,0.796807
0.0651702,2.17347,1.47536
1.37427,2.49293,1.70841
-1.56663,2.12647,1.43761
-1.59527,2.12625,1.12746
-2.63427,2.22002,0.850276
-1.6076,2.0794,0.762118
-0.439182,2.10742,0.917175
-0.847132,2.0828,1.01499
2.00146,2.70561,1.94008
-1.36924,2.08482,1.11117
0.257701,2.24548,1.71757
0.675876,2.31787,1.48938
-2.36514,2.23638,1.74123
-0.412146,2.10811,0.922407
-1.13747,2.55643,0.661379
0.597429,2.28128,1.29177
-0.923178,2.09537,1.2462
-2.46049,2.22133,1.40586
1.02651,2.39832,1.79747
-1.00962,2.03052,1.03028
1.89317,2.68359,1.94066
-0.280568,2.15754,1.71593
0.670424,2.32415,1.70545
-0.916382,2.07754,1.11888
1.69097,2.59374,1.7204
-1.03539,2.07584,0.936004
0.616696,2.29262,1.33066
0.161293,2.20327,1.13447
-0.815622,2.10661,1.27691
-2.3191,2.14623,0.76443
-1.83483,2.10322,0.978667
0.677496,2.32288,1.67118
-1.79554,2.09812,1.10005
-1.45341,2.06067,0.792916
0.754244,2.32492,1.48698
-2.06844,2.1638,1.45914
-0.883075,2.07017,1.07644
-0.229415,2.12097,0.829833
1.74705,2.57812,1.29075
-1.4987,2.09828,1.11643
-0.517717,2.09462,0.909323
1.96434,2.7053,1.94502
-0.802492,2.09645,1.14834
2.05212,2.74267,1.84798
2.39184,2.92176,1.27378
0.431023,2.26647,1.79472
1.41167,2.49936,1.62727
0.938492,2.35494,1.18921
-0.4635,2.12325,1.11445
-0.314597,2.11928,0.940471
-0.800855,2.19499,1.77664
-1.82845,2.14212,1.60778
-0.518464,2.09804,0.917877
1.04576,2.35685,0.81108
1.70754,2.58602,1.7027
0.551806,2.28684,1.37191
1.05768,2.39038,1.39329
0.718773,2.29168,1.19686
-1.98603,2.14026,1.11119
-0.871019,2.11407,1.32987
-1.70178,2.16846,1.67952
-2.08579,2.1785,1.25938
1.72399,2.64052,1.91151
-0.396153,2.11458,1.05891
-0.862178,2.09696,1.24767
0.67164,2.3227,1.6336
-2.41469,2.22614,1.65564
-1.65222,2.0818,0.827797
-1.6139,2.13055,1.44338
-0.542112,2.14539,1.62263
0.138588,2.2057,1.31208
2.14115,2.78115,1.95977
-1.17345,2.11123,1.19122
0.928542,2.36369,1.4567
0.140189,2.20118,1.2053
1.06216,2.41193,1.59138
-2.64247,2.2538,1.21636
1.06712,2.37527,1.10407
-1.44396,2.1089,1.15532
-2.45836,2.24172,1.65353
1.68407,2.55379,0.808614
-1.7992,2.14637,1.62814
0.934025,2.38043,1.79934
-1.45968,2.12033,1.39801
-0.519239,2.09762,0.922455
-1.56344,2.12218,1.46511
2.3273,2.83095,2.52479
-0.948867,2.0862,1.11194
1.06669,2.40621,1.57931
-1.47208,2.13762,1.50566
1.78815,2.59702,1.37548
-1.17018,2.10887,1.41581
-2.70172,2.2277,0.865417
-1.14456,2.1286,1.70179
-0.275462,2.17622,1.78627
1.41522,2.46608,0.924515
-1.102,2.09915,1.4315
-2.67068,2.27783,1.39741
0.258123,2.23981,1.51564
-1.23067,2.08742,0.968282
0.890426,2.36063,1.33027
-0.889893,2.07294,1.07503
-0.65932,2.0844,1.1346
0.961928,2.38449,1.76528
-1.09033,2.03464,0.771109
-1.62295,2.09561,0.925711
-1.8144,2.10381,0.976499
2.10634,2.77902,1.99553
-0.520481,2.14156,1.2905
-0.852891,2.07954,1.01388
0.680494,2.32188,1.7105
0.0502678,2.18347,1.12871
-1.64007,2.13855,1.46625
-1.5198,2.24066,1.51475
0.697393,2.30265,1.12475
0.13715,2.20016,1.28603
-0.738642,2.10536,1.25751
-2.25374,2.2288,1.59431
-0.896153,2.07466,1.03459
0.961881,2.33854,0.839461
-2.2563,2.23835,1.60045
-0.342667,2.09843,0.797935
1.98448,2.66354,1.84399
0.432419,2.22901,0.794355
-1.5336,2.09254,1.11509
-2.26978,2.20128,1.27616
-0.780594,2.09159,1.54328
0.575623,2.28178,1.29519
1.67869,2.55416,0.956058
1.41236,2.50021,1.56056
0.342713,2.23994,1.30379
0.975591,2.3889,1.76444
0.723935,2.32256,1.48862
-0.321448,2.12652,1.11738
-1.19255,2.11407,1.4582
0.947111,2.33484,0.802871
1.9606,2.61493,1.91545
-0.0594143,2.21082,1.7894
-0.927713,2.11066,1.45165
0.929477,2.35783,1.33267
0.219023,2.23798,1.72747
-1.68155,2.14672,1.69329
-0.852293,2.09651,1.25986
-0.962094,2.07613,1.04418
-2.70164,2.23673,1.30531
-0.279069,2.174,1.80156
0.661081,2.31982,1.58641
-0.39329,2.12258,1.13754
-1.40202,2.13908,1.50663
-2.35154,2.1355,0.80768
0.152545,2.20852,1.26981
-1.241,2.05736,0.87705
2.28755,2.87131,1.37363
2.07757,2.74599,1.93313
1.6722,2.59491,1.62797
-0.353211,2.12753,1.10433
-0.799282,2.10252,1.24304
0.25681,2.24598,1.62557
-1.00846,2.06584,1.15913
0.724331,2.31229,1.28284
-2.70308,2.23303,0.925173
-1.16388,2.08582,1.25783
2.28741,2.87969,1.42852
-0.3274,2.11566,1.12083
-1.4812,2.08594,1.07439
-1.79078,2.10292,1.03867
-0.0931237,2.12877,0.842161
-0.37579,2.11241,0.918485
0.686944,2.31975,1.54172
-0.302482,2.17043,1.65653
-0.59604,2.07868,1.714
0.21922,2.23938,1.6448
0.261062,2.24339,1.57936
0.388212,2.30031,1.34023
1.74322,2.58083,1.295
-1.65614,2.04542,0.791823
0.670949,2.30764,1.2957
1.46186,2.49103,1.05332
-1.21954,2.09509,1.23259
-1.68262,2.15085,1.6925
-1.31514,2.13523,1.66542
1.9095,2.62072,1.93282
0.79587,2.35043,1.7286
-2.40387,2.22077,1.61564
0.512624,2.29023,1.70156
-1.49143,2.10381,1.11046
1.42101,2.49353,1.52177
-1.01695,2.05593,0.982352
1.87513,2.59282,1.29649
-1.03643,2.05382,0.796667
-0.660285,2.09743,1.16096
0.0688706,2.19449,1.1999
-2.1927,2.19852,1.44394
-1.15214,2.08069,1.27526
0.0784719,2.18899,1.14302
-1.51304,2.06668,0.777463
-0.332981,2.11564,0.907253
-1.62927,2.09242,0.966111
-1.0108,2.0639,0.981713
0.143912,2.20153,1.1264
-1.42364,2.10027,1.07788
0.132516,2.23648,1.54961
0.162447,2.21017,1.14037
-0.845218,2.09701,1.06473
0.446426,2.29665,1.41076
-1.48288,2.08615,1.18766
-1.47804,2.10897,1.18818
-0.810359,2.1252,1.18423
0.471798,2.285,1.5537
-0.957695,2.13124,1.52315
-1.54686,2.12052,1.36136
-0.126229,2.10272,0.903403
0.104497,2.19877,1.30004
-1.61063,2.13025,1.45326
-1.49468,2.07801,1.03837
-1.48848,2.09509,1.20388
0.104751,2.19956,1.28284
1.09207,2.08948,0.949209
-1.10255,2.09392,1.77506
0.168289,2.2366,1.70991
-0.681749,2.08936,1.04015
-2.17705,2.19415,1.319
-0.704186,2.1094,1.28407
-0.977791,2.15065,1.71781
-1.09518,2.09492,1.72582
-0.353666,2.13758,1.70383
0.0933342,2.18869,1.20934
-1.12366,2.11326,1.27294
-2.24146,2.22912,0.768216
-1.12389,2.03748,1.50819
-1.80241,2.05817,0.814394
1.66655,2.58942,0.842466
1.07091,2.3252,1.75029
-1.48801,2.08783,1.08158
-1.89442,2.13558,1.70091
-0.844028,2.08814,1.05188
-1.74268,2.03354,0.815376
-0.909428,2.17746,1.52437
0.764596,2.36936,1.68011
-0.316952,2.14767,1.69077
-1.81122,2.14217,1.69636
-0.700869,2.11491,0.881232
-1.5656,2.14731,0.851385
-2.163,2.17541,1.3022
1.75342,2.5952,1.89438
0.0648544,2.20797,1.71656
-0.318832,2.16039,1.67353
0.561727,2.28718,1.65906
-1.31241,2.11708,1.55212
-1.57194,2.20083,1.7537
-1.67086,2.21338,1.75449
-0.986062,2.1372,1.70188
-1.81195,2.1342,1.59583
1.04898,2.30446,0.901013
-0.206775,2.20918,1.75527
1.83693,2.61502,1.27689
-0.688491,2.09594,1.05617
0.170081,2.22763,1.54493
-0.235764,2.19235,1.78017
